"method" "nvar" "nerrors" "errorloc" "weight" "degeneracy" "user" "system" "elapsed" "maxDurationExceeded" "memfail"
"mip" 11 2 "middle" 2 NA 0.0499999999999829 0 0.0400000000004184 FALSE FALSE
"mip" 11 3 "middle" 3 NA 0.0300000000000011 0.0200000000000005 0.0499999999997272 FALSE FALSE
"mip" 11 4 "middle" 4 NA 0.039999999999992 0 0.0300000000002001 FALSE FALSE
"mip" 11 5 "middle" 5 NA 0.0300000000000011 0 0.0300000000002001 FALSE FALSE
"mip" 11 6 "middle" 6 NA 0.039999999999992 0 0.0399999999999636 FALSE FALSE
"mip" 11 7 "middle" 7 NA 0.039999999999992 0 0.0399999999999636 FALSE FALSE
"mip" 11 8 "middle" 8 NA 0.039999999999992 0 0.0500000000001819 FALSE FALSE
"mip" 11 9 "middle" 9 NA 0.039999999999992 0.0199999999999996 0.0500000000001819 FALSE FALSE
"mip" 11 10 "middle" 10 NA 0.039999999999992 0 0.0499999999997272 FALSE FALSE
"mip" 12 1 "middle" 1 NA 0.0499999999999829 0 0.0500000000001819 FALSE FALSE
"mip" 12 2 "middle" 2 NA 0.039999999999992 0 0.0499999999997272 FALSE FALSE
"mip" 12 3 "middle" 3 NA 0.0300000000000011 0 0.0300000000002001 FALSE FALSE
"mip" 12 4 "middle" 4 NA 0.0500000000000114 0 0.0399999999999636 FALSE FALSE
"mip" 12 5 "middle" 5 NA 0.0500000000000114 0 0.0399999999999636 FALSE FALSE
"mip" 12 6 "middle" 6 NA 0.0499999999999829 0 0.0399999999999636 FALSE FALSE
"mip" 12 7 "middle" 7 NA 0.0500000000000114 0 0.0499999999997272 FALSE FALSE
"mip" 12 8 "middle" 8 NA 0.0499999999999829 0 0.0499999999997272 FALSE FALSE
"mip" 12 9 "middle" 9 NA 0.0500000000000114 0 0.0500000000001819 FALSE FALSE
"mip" 12 10 "middle" 10 NA 0.0300000000000011 0.0100000000000007 0.0399999999999636 FALSE FALSE
"mip" 13 1 "middle" 1 NA 0.0500000000000114 0 0.0499999999997272 FALSE FALSE
"mip" 13 2 "middle" 2 NA 0.0500000000000114 0 0.0500000000001819 FALSE FALSE
"mip" 13 3 "middle" 3 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 13 4 "middle" 4 NA 0.039999999999992 0 0.0399999999999636 FALSE FALSE
"mip" 13 5 "middle" 5 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 13 6 "middle" 6 NA 0.0500000000000114 0 0.0500000000001819 FALSE FALSE
"mip" 13 7 "middle" 7 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 13 8 "middle" 8 NA 0.0500000000000114 0 0.0499999999997272 FALSE FALSE
"mip" 13 9 "middle" 9 NA 0.0499999999999829 0.0199999999999996 0.069999999999709 FALSE FALSE
"mip" 13 10 "middle" 10 NA 0.0500000000000114 0 0.0500000000001819 FALSE FALSE
"mip" 14 1 "middle" 1 NA 0.0499999999999829 0 0.0500000000001819 FALSE FALSE
"mip" 14 2 "middle" 2 NA 0.0500000000000114 0.00999999999999979 0.0599999999999454 FALSE FALSE
"mip" 14 3 "middle" 3 NA 0.0600000000000023 0 0.0700000000001637 FALSE FALSE
"mip" 14 4 "middle" 4 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 14 5 "middle" 5 NA 0.0600000000000023 0 0.0700000000001637 FALSE FALSE
"mip" 14 6 "middle" 6 NA 0.039999999999992 0 0.0500000000001819 FALSE FALSE
"mip" 14 7 "middle" 7 NA 0.0499999999999829 0 0.0500000000001819 FALSE FALSE
"mip" 14 8 "middle" 8 NA 0.039999999999992 0 0.0500000000001819 FALSE FALSE
"mip" 14 9 "middle" 9 NA 0.0499999999999829 0 0.0500000000001819 FALSE FALSE
"mip" 14 10 "middle" 10 NA 0.039999999999992 0 0.0500000000001819 FALSE FALSE
"mip" 15 1 "middle" 1 NA 0.0400000000000205 0 0.0499999999997272 FALSE FALSE
"mip" 15 2 "middle" 2 NA 0.0600000000000023 0 0.0700000000001637 FALSE FALSE
"mip" 15 3 "middle" 3 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 15 4 "middle" 4 NA 0.0600000000000023 0 0.0700000000001637 FALSE FALSE
"mip" 15 5 "middle" 5 NA 0.0499999999999829 0 0.0500000000001819 FALSE FALSE
"mip" 15 6 "middle" 6 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 15 7 "middle" 7 NA 0.0499999999999829 0.0200000000000005 0.0700000000001637 FALSE FALSE
"mip" 15 8 "middle" 8 NA 0.039999999999992 0 0.0499999999997272 FALSE FALSE
"mip" 15 9 "middle" 9 NA 0.0600000000000023 0 0.0900000000001455 FALSE FALSE
"mip" 15 10 "middle" 10 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 16 1 "middle" 1 NA 0.0499999999999829 0 0.0500000000001819 FALSE FALSE
"mip" 16 2 "middle" 2 NA 0.039999999999992 0.0199999999999996 0.0599999999999454 FALSE FALSE
"mip" 16 3 "middle" 3 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 16 4 "middle" 4 NA 0.0600000000000023 0 0.0700000000001637 FALSE FALSE
"mip" 16 5 "middle" 5 NA 0.0600000000000023 0 0.069999999999709 FALSE FALSE
"mip" 16 6 "middle" 6 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 16 7 "middle" 7 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 16 8 "middle" 8 NA 0.0699999999999932 0 0.0599999999999454 FALSE FALSE
"mip" 16 9 "middle" 9 NA 0.0600000000000023 0 0.0700000000001637 FALSE FALSE
"mip" 16 10 "middle" 10 NA 0.0600000000000023 0 0.0700000000001637 FALSE FALSE
"mip" 17 1 "middle" 1 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 17 2 "middle" 2 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 17 3 "middle" 3 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 17 4 "middle" 4 NA 0.0700000000000216 0 0.0799999999999272 FALSE FALSE
"mip" 17 5 "middle" 5 NA 0.109999999999985 0 0.110000000000127 FALSE FALSE
"mip" 17 6 "middle" 6 NA 0.0699999999999932 0 0.0599999999999454 FALSE FALSE
"mip" 17 7 "middle" 7 NA 0.0699999999999932 0 0.0599999999999454 FALSE FALSE
"mip" 17 8 "middle" 8 NA 0.0699999999999932 0 0.0599999999999454 FALSE FALSE
"mip" 17 9 "middle" 9 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 17 10 "middle" 10 NA 0.0600000000000023 0 0.0600000000004002 FALSE FALSE
"mip" 18 1 "middle" 1 NA 0.0799999999999841 0 0.0799999999999272 FALSE FALSE
"mip" 18 2 "middle" 2 NA 0.0699999999999932 0 0.0700000000001637 FALSE FALSE
"mip" 18 3 "middle" 3 NA 0.0799999999999841 0 0.0700000000001637 FALSE FALSE
"mip" 18 4 "middle" 4 NA 0.0800000000000125 0 0.0700000000001637 FALSE FALSE
"mip" 18 5 "middle" 5 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 18 6 "middle" 6 NA 0.0799999999999841 0 0.0799999999999272 FALSE FALSE
"mip" 18 7 "middle" 7 NA 0.0699999999999932 0 0.0799999999999272 FALSE FALSE
"mip" 18 8 "middle" 8 NA 0.0699999999999932 0 0.0799999999999272 FALSE FALSE
"mip" 18 9 "middle" 9 NA 0.0800000000000125 0 0.0799999999999272 FALSE FALSE
"mip" 18 10 "middle" 10 NA 0.0600000000000023 0 0.0599999999999454 FALSE FALSE
"mip" 19 1 "middle" 1 NA 0.0599999999999739 0.0100000000000007 0.080000000000382 FALSE FALSE
"mip" 19 2 "middle" 2 NA 0.0800000000000125 0 0.0799999999999272 FALSE FALSE
"mip" 19 3 "middle" 3 NA 0.0800000000000125 0 0.0700000000001637 FALSE FALSE
"mip" 19 4 "middle" 4 NA 0.0799999999999841 0 0.0700000000001637 FALSE FALSE
"mip" 19 5 "middle" 5 NA 0.0800000000000125 0 0.0799999999999272 FALSE FALSE
"mip" 19 6 "middle" 6 NA 0.0799999999999841 0 0.080000000000382 FALSE FALSE
"mip" 19 7 "middle" 7 NA 0.0699999999999932 0 0.0799999999999272 FALSE FALSE
"mip" 19 8 "middle" 8 NA 0.0600000000000023 0.0199999999999996 0.080000000000382 FALSE FALSE
"mip" 19 9 "middle" 9 NA 0.0800000000000125 0 0.0799999999999272 FALSE FALSE
"mip" 19 10 "middle" 10 NA 0.0800000000000125 0 0.0700000000001637 FALSE FALSE
"mip" 20 1 "middle" 1 NA 0.0600000000000023 0 0.0700000000001637 FALSE FALSE
"mip" 20 2 "middle" 2 NA 0.0699999999999932 0 0.0799999999999272 FALSE FALSE
"mip" 20 3 "middle" 3 NA 0.100000000000023 0 0.0899999999996908 FALSE FALSE
"mip" 20 4 "middle" 4 NA 0.0799999999999841 0 0.080000000000382 FALSE FALSE
"mip" 20 5 "middle" 5 NA 0.0800000000000125 0 0.0799999999999272 FALSE FALSE
"mip" 20 6 "middle" 6 NA 0.0800000000000125 0 0.0799999999999272 FALSE FALSE
"mip" 20 7 "middle" 7 NA 0.0699999999999932 0 0.0799999999999272 FALSE FALSE
"mip" 20 8 "middle" 8 NA 0.100000000000023 0 0.0900000000001455 FALSE FALSE
"mip" 20 9 "middle" 9 NA 0.0900000000000034 0 0.0999999999999091 FALSE FALSE
"mip" 20 10 "middle" 10 NA 0.0799999999999841 0 0.0799999999999272 FALSE FALSE
"mip" 21 1 "middle" 1 NA 0.0800000000000125 0 0.0799999999999272 FALSE FALSE
"mip" 21 2 "middle" 2 NA 0.0999999999999943 0 0.0899999999996908 FALSE FALSE
"mip" 21 3 "middle" 3 NA 0.0699999999999932 0 0.080000000000382 FALSE FALSE
"mip" 21 4 "middle" 4 NA 0.0800000000000125 0 0.069999999999709 FALSE FALSE
"mip" 21 5 "middle" 5 NA 0.0900000000000034 0 0.0999999999999091 FALSE FALSE
"mip" 21 6 "middle" 6 NA 0.0900000000000034 0 0.100000000000364 FALSE FALSE
"mip" 21 7 "middle" 7 NA 0.0900000000000034 0 0.0899999999996908 FALSE FALSE
"mip" 21 8 "middle" 8 NA 0.0799999999999841 0 0.069999999999709 FALSE FALSE
"mip" 21 9 "middle" 9 NA 0.0900000000000034 0 0.100000000000364 FALSE FALSE
"mip" 21 10 "middle" 10 NA 0.0800000000000125 0 0.0799999999999272 FALSE FALSE
"mip" 22 1 "middle" 1 NA 0.0800000000000125 0 0.0799999999999272 FALSE FALSE
"mip" 22 2 "middle" 2 NA 0.0999999999999943 0 0.0999999999999091 FALSE FALSE
"mip" 22 3 "middle" 3 NA 0.0900000000000034 0 0.0900000000001455 FALSE FALSE
"mip" 22 4 "middle" 4 NA 0.0999999999999943 0 0.0899999999996908 FALSE FALSE
"mip" 22 5 "middle" 5 NA 0.0700000000000216 0.00999999999999979 0.0899999999996908 FALSE FALSE
"mip" 22 6 "middle" 6 NA 0.0900000000000034 0 0.0900000000001455 FALSE FALSE
"mip" 22 7 "middle" 7 NA 0.0999999999999943 0 0.0999999999999091 FALSE FALSE
"mip" 22 8 "middle" 8 NA 0.0999999999999943 0 0.0999999999999091 FALSE FALSE
"mip" 22 9 "middle" 9 NA 0.0900000000000034 0 0.0900000000001455 FALSE FALSE
"mip" 22 10 "middle" 10 NA 0.0900000000000034 0 0.0900000000001455 FALSE FALSE
"mip" 23 1 "middle" 1 NA 0.0800000000000125 0 0.0700000000001637 FALSE FALSE
"mip" 23 2 "middle" 2 NA 0.0999999999999943 0 0.0999999999999091 FALSE FALSE
"mip" 23 3 "middle" 3 NA 0.109999999999985 0 0.110000000000127 FALSE FALSE
"mip" 23 4 "middle" 4 NA 0.0999999999999943 0 0.0999999999999091 FALSE FALSE
"mip" 23 5 "middle" 5 NA 0.110000000000014 0 0.109999999999673 FALSE FALSE
"mip" 23 6 "middle" 6 NA 0.0900000000000034 0 0.0899999999996908 FALSE FALSE
"mip" 23 7 "middle" 7 NA 0.109999999999985 0 0.110000000000127 FALSE FALSE
"mip" 23 8 "middle" 8 NA 0.0900000000000034 0 0.0900000000001455 FALSE FALSE
"mip" 23 9 "middle" 9 NA 0.0900000000000034 0 0.0900000000001455 FALSE FALSE
"mip" 23 10 "middle" 10 NA 0.110000000000014 0 0.110000000000127 FALSE FALSE
"mip" 24 1 "middle" 1 NA 0.0999999999999943 0 0.0999999999999091 FALSE FALSE
"mip" 24 2 "middle" 2 NA 0.0900000000000034 0 0.100000000000364 FALSE FALSE
"mip" 24 3 "middle" 3 NA 0.0999999999999943 0 0.0999999999999091 FALSE FALSE
"mip" 24 4 "middle" 4 NA 0.110000000000014 0 0.110000000000127 FALSE FALSE
"mip" 24 5 "middle" 5 NA 0.0900000000000034 0 0.0900000000001455 FALSE FALSE
"mip" 24 6 "middle" 6 NA 0.109999999999985 0 0.110000000000127 FALSE FALSE
"mip" 24 7 "middle" 7 NA 0.110000000000014 0 0.110000000000127 FALSE FALSE
"mip" 24 8 "middle" 8 NA 0.110000000000014 0 0.110000000000127 FALSE FALSE
"mip" 24 9 "middle" 9 NA 0.0999999999999943 0 0.0999999999999091 FALSE FALSE
"mip" 24 10 "middle" 10 NA 0.109999999999985 0 0.110000000000127 FALSE FALSE
"mip" 25 1 "middle" 1 NA 0.0999999999999943 0 0.0999999999999091 FALSE FALSE
"mip" 25 2 "middle" 2 NA 0.0999999999999943 0 0.109999999999673 FALSE FALSE
"mip" 25 3 "middle" 3 NA 0.110000000000014 0 0.109999999999673 FALSE FALSE
"mip" 25 4 "middle" 4 NA 0.109999999999985 0 0.109999999999673 FALSE FALSE
"mip" 25 5 "middle" 5 NA 0.109999999999985 0 0.110000000000127 FALSE FALSE
"mip" 25 6 "middle" 6 NA 0.120000000000005 0 0.119999999999891 FALSE FALSE
"mip" 25 7 "middle" 7 NA 0.130000000000024 0 0.130000000000109 FALSE FALSE
"mip" 25 8 "middle" 8 NA 0.0999999999999943 0 0.109999999999673 FALSE FALSE
"mip" 25 9 "middle" 9 NA 0.129999999999995 0 0.130000000000109 FALSE FALSE
"mip" 25 10 "middle" 10 NA 0.149999999999977 0 0.159999999999854 FALSE FALSE
"mip" 26 1 "middle" 1 NA 0.0999999999999943 0 0.0999999999999091 FALSE FALSE
"mip" 26 2 "middle" 2 NA 0.129999999999995 0 0.130000000000109 FALSE FALSE
"mip" 26 3 "middle" 3 NA 0.120000000000005 0 0.119999999999891 FALSE FALSE
"mip" 26 4 "middle" 4 NA 0.120000000000005 0 0.119999999999891 FALSE FALSE
"mip" 26 5 "middle" 5 NA 0.109999999999985 0 0.109999999999673 FALSE FALSE
"mip" 26 6 "middle" 6 NA 0.119999999999976 0 0.119999999999891 FALSE FALSE
"mip" 26 7 "middle" 7 NA 0.120000000000005 0 0.119999999999891 FALSE FALSE
"mip" 26 8 "middle" 8 NA 0.129999999999995 0 0.130000000000109 FALSE FALSE
"mip" 26 9 "middle" 9 NA 0.129999999999995 0 0.129999999999654 FALSE FALSE
"mip" 26 10 "middle" 10 NA 0.120000000000005 0 0.119999999999891 FALSE FALSE
"mip" 27 1 "middle" 1 NA 0.0900000000000034 0 0.0899999999996908 FALSE FALSE
"mip" 27 2 "middle" 2 NA 0.129999999999995 0 0.119999999999891 FALSE FALSE
"mip" 27 3 "middle" 3 NA 0.129999999999995 0 0.130000000000109 FALSE FALSE
"mip" 27 4 "middle" 4 NA 0.120000000000005 0 0.119999999999891 FALSE FALSE
"mip" 27 5 "middle" 5 NA 0.109999999999985 0 0.110000000000127 FALSE FALSE
"mip" 27 6 "middle" 6 NA 0.120000000000005 0 0.119999999999891 FALSE FALSE
"mip" 27 7 "middle" 7 NA 0.120000000000005 0 0.119999999999891 FALSE FALSE
"mip" 27 8 "middle" 8 NA 0.120000000000005 0 0.130000000000109 FALSE FALSE
"mip" 27 9 "middle" 9 NA 0.129999999999995 0 0.119999999999891 FALSE FALSE
"mip" 27 10 "middle" 10 NA 0.139999999999986 0 0.139999999999873 FALSE FALSE
"mip" 28 1 "middle" 1 NA 0.0999999999999943 0 0.0900000000001455 FALSE FALSE
"mip" 28 2 "middle" 2 NA 0.110000000000014 0.0199999999999996 0.119999999999891 FALSE FALSE
"mip" 28 3 "middle" 3 NA 0.129999999999995 0 0.130000000000109 FALSE FALSE
"mip" 28 4 "middle" 4 NA 0.129999999999995 0 0.130000000000109 FALSE FALSE
"mip" 28 5 "middle" 5 NA 0.120000000000005 0 0.130000000000109 FALSE FALSE
"mip" 28 6 "middle" 6 NA 0.120000000000005 0.0100000000000007 0.140000000000327 FALSE FALSE
"mip" 28 7 "middle" 7 NA 0.140000000000015 0 0.139999999999873 FALSE FALSE
"mip" 28 8 "middle" 8 NA 0.129999999999995 0 0.129999999999654 FALSE FALSE
"mip" 28 9 "middle" 9 NA 0.129999999999995 0 0.119999999999891 FALSE FALSE
"mip" 28 10 "middle" 10 NA 0.139999999999986 0 0.139999999999873 FALSE FALSE
"mip" 29 1 "middle" 1 NA 0.110000000000014 0 0.0999999999999091 FALSE FALSE
"mip" 29 2 "middle" 2 NA 0.129999999999995 0 0.119999999999891 FALSE FALSE
"mip" 29 3 "middle" 3 NA 0.119999999999976 0 0.119999999999891 FALSE FALSE
"mip" 29 4 "middle" 4 NA 0.119999999999976 0 0.119999999999891 FALSE FALSE
"mip" 29 5 "middle" 5 NA 0.139999999999986 0 0.139999999999873 FALSE FALSE
"mip" 29 6 "middle" 6 NA 0.159999999999997 0 0.150000000000091 FALSE FALSE
"mip" 29 7 "middle" 7 NA 0.110000000000014 0.0199999999999996 0.120000000000346 FALSE FALSE
"mip" 29 8 "middle" 8 NA 0.130000000000024 0.00999999999999979 0.139999999999873 FALSE FALSE
"mip" 29 9 "middle" 9 NA 0.140000000000015 0 0.139999999999873 FALSE FALSE
"mip" 29 10 "middle" 10 NA 0.140000000000015 0 0.139999999999873 FALSE FALSE
"mip" 30 1 "middle" 1 NA 0.110000000000014 0 0.110000000000127 FALSE FALSE
"mip" 30 2 "middle" 2 NA 0.140000000000015 0 0.140000000000327 FALSE FALSE
"mip" 30 3 "middle" 3 NA 0.130000000000024 0 0.120000000000346 FALSE FALSE
"mip" 30 4 "middle" 4 NA 0.140000000000015 0 0.139999999999873 FALSE FALSE
"mip" 30 5 "middle" 5 NA 0.189999999999998 0 0.190000000000055 FALSE FALSE
"mip" 30 6 "middle" 6 NA 0.139999999999986 0 0.140000000000327 FALSE FALSE
"mip" 30 7 "middle" 7 NA 0.140000000000015 0 0.139999999999873 FALSE FALSE
"mip" 30 8 "middle" 8 NA 0.139999999999986 0 0.159999999999854 FALSE FALSE
"mip" 30 9 "middle" 9 NA 0.139999999999986 0 0.139999999999873 FALSE FALSE
"mip" 30 10 "middle" 10 NA 0.159999999999997 0 0.159999999999854 FALSE FALSE
"mip" 31 1 "middle" 1 NA 0.110000000000014 0 0.110000000000127 FALSE FALSE
"mip" 31 2 "middle" 2 NA 0.139999999999986 0 0.140000000000327 FALSE FALSE
"mip" 31 3 "middle" 3 NA 0.150000000000006 0 0.160000000000309 FALSE FALSE
"mip" 31 4 "middle" 4 NA 0.140000000000015 0 0.140000000000327 FALSE FALSE
"mip" 31 5 "middle" 5 NA 0.159999999999997 0 0.160000000000309 FALSE FALSE
"mip" 31 6 "middle" 6 NA 0.139999999999986 0 0.140000000000327 FALSE FALSE
"mip" 31 7 "middle" 7 NA 0.139999999999986 0 0.140000000000327 FALSE FALSE
"mip" 31 8 "middle" 8 NA 0.159999999999997 0 0.150000000000091 FALSE FALSE
"mip" 31 9 "middle" 9 NA 0.159999999999997 0 0.150000000000091 FALSE FALSE
"mip" 31 10 "middle" 10 NA 0.159999999999997 0 0.150000000000091 FALSE FALSE
"mip" 32 1 "middle" 1 NA 0.110000000000014 0 0.110000000000127 FALSE FALSE
"mip" 32 2 "middle" 2 NA 0.140000000000015 0 0.140000000000327 FALSE FALSE
"mip" 32 3 "middle" 3 NA 0.139999999999986 0 0.140000000000327 FALSE FALSE
"mip" 32 4 "middle" 4 NA 0.139999999999986 0 0.140000000000327 FALSE FALSE
"mip" 32 5 "middle" 5 NA 0.139999999999986 0 0.140000000000327 FALSE FALSE
"mip" 32 6 "middle" 6 NA 0.150000000000006 0 0.160000000000309 FALSE FALSE
"mip" 32 7 "middle" 7 NA 0.159999999999997 0 0.150000000000091 FALSE FALSE
"mip" 32 8 "middle" 8 NA 0.159999999999997 0 0.150000000000091 FALSE FALSE
"mip" 32 9 "middle" 9 NA 0.150000000000006 0 0.159999999999854 FALSE FALSE
"mip" 32 10 "middle" 10 NA 0.169999999999987 0 0.170000000000073 FALSE FALSE
"mip" 33 1 "middle" 1 NA 0.120000000000005 0 0.140000000000327 FALSE FALSE
"mip" 33 2 "middle" 2 NA 0.150000000000006 0 0.160000000000309 FALSE FALSE
"mip" 33 3 "middle" 3 NA 0.159999999999997 0 0.160000000000309 FALSE FALSE
"mip" 33 4 "middle" 4 NA 0.159999999999997 0 0.160000000000309 FALSE FALSE
"mip" 33 5 "middle" 5 NA 0.169999999999987 0 0.170000000000073 FALSE FALSE
"mip" 33 6 "middle" 6 NA 0.159999999999997 0 0.159999999999854 FALSE FALSE
"mip" 33 7 "middle" 7 NA 0.159999999999997 0 0.159999999999854 FALSE FALSE
"mip" 33 8 "middle" 8 NA 0.170000000000016 0 0.180000000000291 FALSE FALSE
"mip" 33 9 "middle" 9 NA 0.150000000000006 0 0.150000000000091 FALSE FALSE
"mip" 33 10 "middle" 10 NA 0.170000000000016 0 0.170000000000073 FALSE FALSE
"mip" 34 1 "middle" 1 NA 0.119999999999976 0 0.119999999999891 FALSE FALSE
"mip" 34 2 "middle" 2 NA 0.139999999999986 0.0200000000000005 0.159999999999854 FALSE FALSE
"mip" 34 3 "middle" 3 NA 0.159999999999997 0 0.160000000000309 FALSE FALSE
"mip" 34 4 "middle" 4 NA 0.210000000000008 0 0.200000000000273 FALSE FALSE
"mip" 34 5 "middle" 5 NA 0.169999999999987 0 0.170000000000073 FALSE FALSE
"mip" 34 6 "middle" 6 NA 0.169999999999987 0 0.170000000000073 FALSE FALSE
